Title,Title_Transliterated,Author,Subject,Date,PDF_URL
الفتح المبين في طبقات الاصوليين v.3,al- Fatḥ al-mubīn fī ṭabaqāt al-uṣūlīyīn v.3,"['Marāghī, ʻAbd Allāh.']",[['Islamic law']],1947,http://mc.dlib.nyu.edu/files/books/columbia_aco001740/columbia_aco001740_lo.pdf
الفتح المبين في طبقات الاصوليين v.2,al- Fatḥ al-mubīn fī ṭabaqāt al-uṣūlīyīn v.2,"['Marāghī, ʻAbd Allāh.']",[['Islamic law']],1947,http://mc.dlib.nyu.edu/files/books/columbia_aco001739/columbia_aco001739_lo.pdf
الفتح المبين في طبقات الاصوليين v.1,al- Fatḥ al-mubīn fī ṭabaqāt al-uṣūlīyīn v.1,"['Marāghī, ʻAbd Allāh.']",[['Islamic law']],1947,http://mc.dlib.nyu.edu/files/books/columbia_aco001738/columbia_aco001738_lo.pdf
‏المغني /‏ v.12,al- Mughnī v.12,"['Ibn Qudāmah, Muwaffaq al-Dīn ʻAbd Allāh ibn Aḥmad, 1147-1223', 'Khiraqī, ʻUmar ibn al-Ḥusayn, -945 or 946']",[['Islamic law']],1923,http://mc.dlib.nyu.edu/files/books/columbia_aco001737/columbia_aco001737_lo.pdf
‏المغني /‏ v.11,al- Mughnī v.11,"['Ibn Qudāmah, Muwaffaq al-Dīn ʻAbd Allāh ibn Aḥmad, 1147-1223', 'Khiraqī, ʻUmar ibn al-Ḥusayn, -945 or 946']",[['Islamic law']],1923,http://mc.dlib.nyu.edu/files/books/columbia_aco001736/columbia_aco001736_lo.pdf
‏المغني /‏ v.10,al- Mughnī v.10,"['Ibn Qudāmah, Muwaffaq al-Dīn ʻAbd Allāh ibn Aḥmad, 1147-1223', 'Khiraqī, ʻUmar ibn al-Ḥusayn, -945 or 946']",[['Islamic law']],1923,http://mc.dlib.nyu.edu/files/books/columbia_aco001735/columbia_aco001735_lo.pdf
‏المغني /‏ v.9,al- Mughnī v.9,"['Ibn Qudāmah, Muwaffaq al-Dīn ʻAbd Allāh ibn Aḥmad, 1147-1223', 'Khiraqī, ʻUmar ibn al-Ḥusayn, -945 or 946']",[['Islamic law']],1923,http://mc.dlib.nyu.edu/files/books/columbia_aco001734/columbia_aco001734_lo.pdf
‏المغني /‏ v.8,al- Mughnī v.8,"['Ibn Qudāmah, Muwaffaq al-Dīn ʻAbd Allāh ibn Aḥmad, 1147-1223', 'Khiraqī, ʻUmar ibn al-Ḥusayn, -945 or 946']",[['Islamic law']],1923,http://mc.dlib.nyu.edu/files/books/columbia_aco001733/columbia_aco001733_lo.pdf
‏المغني /‏ v.7,al- Mughnī v.7,"['Ibn Qudāmah, Muwaffaq al-Dīn ʻAbd Allāh ibn Aḥmad, 1147-1223', 'Khiraqī, ʻUmar ibn al-Ḥusayn, -945 or 946']",[['Islamic law']],1923,http://mc.dlib.nyu.edu/files/books/columbia_aco001732/columbia_aco001732_lo.pdf
‏المغني /‏ v.6,al- Mughnī v.6,"['Ibn Qudāmah, Muwaffaq al-Dīn ʻAbd Allāh ibn Aḥmad, 1147-1223', 'Khiraqī, ʻUmar ibn al-Ḥusayn, -945 or 946']",[['Islamic law']],1923,http://mc.dlib.nyu.edu/files/books/columbia_aco001731/columbia_aco001731_lo.pdf
‏المغني /‏ v.5,al- Mughnī v.5,"['Ibn Qudāmah, Muwaffaq al-Dīn ʻAbd Allāh ibn Aḥmad, 1147-1223', 'Khiraqī, ʻUmar ibn al-Ḥusayn, -945 or 946']",[['Islamic law']],1923,http://mc.dlib.nyu.edu/files/books/columbia_aco001730/columbia_aco001730_lo.pdf
‏المغني /‏ v.4,al- Mughnī v.4,"['Ibn Qudāmah, Muwaffaq al-Dīn ʻAbd Allāh ibn Aḥmad, 1147-1223', 'Khiraqī, ʻUmar ibn al-Ḥusayn, -945 or 946']",[['Islamic law']],1923,http://mc.dlib.nyu.edu/files/books/columbia_aco001729/columbia_aco001729_lo.pdf
‏المغني /‏ v.3,al- Mughnī v.3,"['Ibn Qudāmah, Muwaffaq al-Dīn ʻAbd Allāh ibn Aḥmad, 1147-1223', 'Khiraqī, ʻUmar ibn al-Ḥusayn, -945 or 946']",[['Islamic law']],1923,http://mc.dlib.nyu.edu/files/books/columbia_aco001728/columbia_aco001728_lo.pdf
‏المغني /‏ v.2,al- Mughnī v.2,"['Ibn Qudāmah, Muwaffaq al-Dīn ʻAbd Allāh ibn Aḥmad, 1147-1223', 'Khiraqī, ʻUmar ibn al-Ḥusayn, -945 or 946']",[['Islamic law']],1923,http://mc.dlib.nyu.edu/files/books/columbia_aco001727/columbia_aco001727_lo.pdf
‏المغني /‏ v.1,al- Mughnī v.1,"['Ibn Qudāmah, Muwaffaq al-Dīn ʻAbd Allāh ibn Aḥmad, 1147-1223', 'Khiraqī, ʻUmar ibn al-Ḥusayn, -945 or 946']",[['Islamic law']],1923,http://mc.dlib.nyu.edu/files/books/columbia_aco001726/columbia_aco001726_lo.pdf
الفتاوي العالمكيرية، v.6,al- Fatāwī al-ʻĀlamgīrīyah v.6,['n.a.'],[['Fatwas']],1865,http://mc.dlib.nyu.edu/files/books/columbia_aco001725/columbia_aco001725_lo.pdf
الفتاوي العالمكيرية، v.5,al- Fatāwī al-ʻĀlamgīrīyah v.5,['n.a.'],[['Fatwas']],1865,http://mc.dlib.nyu.edu/files/books/columbia_aco001724/columbia_aco001724_lo.pdf
الفتاوي العالمكيرية، v.4,al- Fatāwī al-ʻĀlamgīrīyah v.4,['n.a.'],[['Fatwas']],1865,http://mc.dlib.nyu.edu/files/books/columbia_aco001723/columbia_aco001723_lo.pdf
الفتاوي العالمكيرية، v.3,al- Fatāwī al-ʻĀlamgīrīyah v.3,['n.a.'],[['Fatwas']],1865,http://mc.dlib.nyu.edu/files/books/columbia_aco001722/columbia_aco001722_lo.pdf
الفتاوي العالمكيرية، v.2,al- Fatāwī al-ʻĀlamgīrīyah v.2,['n.a.'],[['Fatwas']],1865,http://mc.dlib.nyu.edu/files/books/columbia_aco001721/columbia_aco001721_lo.pdf
الفتاوي العالمكيرية، v.1,al- Fatāwī al-ʻĀlamgīrīyah v.1,['n.a.'],[['Fatwas']],1865,http://mc.dlib.nyu.edu/files/books/columbia_aco001720/columbia_aco001720_lo.pdf
لسان العرب,Lisān al-ʻarab,"['Ibn Manẓūr, Muḥammad ibn Mukarram, 1232-1311 or 1312']","[['Arabic language', 'Dictionaries'], ['Arabic language']]",1929,http://mc.dlib.nyu.edu/files/books/columbia_aco001719/columbia_aco001719_lo.pdf
كتاب الذيل على طبقات الحنابلة,Kitāb al-dhayl ʻalá Ṭabaqāt al-Ḥanābilah,"['Ibn Rajab, ʻAbd al-Raḥmān ibn Aḥmad, 1336-1393', 'Laoust, Henri.', 'Dahhān, Sāmī.']",[['Hanbalites']],1951,http://mc.dlib.nyu.edu/files/books/columbia_aco001718/columbia_aco001718_lo.pdf
تلخيص مجمع الاداب في معجم الالقاب,Talkhīṣ Majmaʻ al-ādāb fī muʻjam al-alqāb,"['Ibn al-Fuwaṭī, ʻAbd al-Razzāq ibn Aḥmad, 1244-1323', 'Jawād, Muṣṭafá, 1905-1969']","[['Names, Personal', 'Arabic', 'Dictionaries'], ['Names, Personal', 'Islamic Empire', 'Dictionaries', 'Arabic'], ['Names, Personal'], ['Names, Personal', 'Arabic'], ['Islamic Empire', 'Biography', 'Dictionaries'], ['Islamic Empire']]",1963,http://mc.dlib.nyu.edu/files/books/columbia_aco001717/columbia_aco001717_lo.pdf
مؤتمر الخريجين الدائم لقضايا الوطن العربي، المنعقد في قصر اليونسكو، الدورة الأولى، 23-25 حزيران 1954، بيروت :,"Muʼtamar al-Khirrījīn al-Dāʼim li-Qaḍāyā al-Waṭan al-ʻArabī, al-munʻaqid fī Qaṣr al-Yūniskū, al-dawrah al-ūlá, 23-25 Ḥazīrān 1954, Bayrūt",['n.a.'],"[['1900 - 1999'], ['Politics and government'], ['Arab countries', 'Politics and government', '20th century', 'Congresses'], ['Arab countries']]",1954,http://mc.dlib.nyu.edu/files/books/columbia_aco001716/columbia_aco001716_lo.pdf
تاريخ ملوك الحيرة,Tārīkh mulūk al-Ḥīrah,"['Aʻẓamī, ʻAlī Ẓarīf.']","[['Ḥīrah (Iraq)'], ['Iraq', 'Ḥīrah']]",1920,http://mc.dlib.nyu.edu/files/books/columbia_aco001715/columbia_aco001715_lo.pdf
الحقيقة اللبنانية :,al- Ḥaqīqah al-Lubnānīyah,"['Fākhūrī, ʻUmar, 1896-1946']",[['Lebanon']],1944,http://mc.dlib.nyu.edu/files/books/columbia_aco001712/columbia_aco001712_lo.pdf
‏مصر في خارج مصر /‏,Miṣr fī khārij Miṣr,"['Kāmil, Maḥmūd.']","[['Politics and government'], ['Egypt', 'Politics and government'], ['Egypt']]",1952,http://mc.dlib.nyu.edu/files/books/columbia_aco001711/columbia_aco001711_lo.pdf
درة الحجال في غرة اسماء الرجال,Durrat al-ḥijāl fī ghurrat asmāʼ al-rijāl,"['Ibn al-Qāḍī, Aḥmad ibn Muḥammad, 1552 or 1553-1616']","[['Muslims', 'Biography'], ['Muslims']]",1934,http://mc.dlib.nyu.edu/files/books/columbia_aco001710/columbia_aco001710_lo.pdf
نظرات في اصلاح الريف,Naẓarāt fī iṣlāh al-rīf,"['Hilālī, ʻAbd al-Razzāq.']","[['Land tenure', 'Iraq'], ['Land tenure'], ['Iraq']]",1954,http://mc.dlib.nyu.edu/files/books/columbia_aco001709/columbia_aco001709_lo.pdf
ازمة الحكم في سورية,Azmat al-ḥukm fī Sūriyah,"['Atāsī, ʻAdnān.']","[['Politics and government'], ['Syria', 'Politics and government'], ['Syria']]",1954,http://mc.dlib.nyu.edu/files/books/columbia_aco001704/columbia_aco001704_lo.pdf
‏محاضر الجلسات :‏,Maḥāḍir al-jalsāt,['n.a.'],"[['Boards of trade', 'Arab countries'], ['Boards of trade'], ['Commerce'], ['Arab countries', 'Commerce', 'Congresses'], ['Middle East', 'Commerce', 'Congresses'], ['Arab countries'], ['Middle East']]",1954,http://mc.dlib.nyu.edu/files/books/columbia_aco001701/columbia_aco001701_lo.pdf
شره العلامة الشيخ حسن الكفراو ي على متن الآجرمية لاابن آجروم الصنهاجي في علم العربية.,Sharḥ al-ʻallamah al-shaykh Hasan al-Kafrawi ʻala matn al-Ajrumiyah li-Ibn Ajrum al-Sijhaji fi ʻilm al-ʻArabiyah,"['Kafrāwī, Ḥasan ibn ʻAlī, -1787 or 1788']","[['Ibn Ājurrūm, Muḥammad ibn Muḥammad', '1273 or 1274-1323', 'Ajurrūmīyah'], ['Arabic language', 'Grammar', 'Early works to 1800']]",1904,http://mc.dlib.nyu.edu/files/books/columbia_aco001699/columbia_aco001699_lo.pdf
كتب البيان و التبيين,Kitab al-bayān wa al-tabyīn,"['Jāḥiẓ, -868 or 869']",[['Arabic literature']],1895,http://mc.dlib.nyu.edu/files/books/columbia_aco001687/columbia_aco001687_lo.pdf
تاريخ الحزب الوطني الدمقراطي، 1946-1958,"Tārīkh al-Ḥizb al-Waṭanī al-Dimuqrāṭī, 1946-1958","['Ḥusayn, Fāḍil.']","[['Ḥizb al-Waṭanī al-Dīmuqrāṭī (Iraq)'], ['Politics and government'], ['Iraq', 'Politics and government'], ['Iraq']]",1963,http://mc.dlib.nyu.edu/files/books/columbia_aco001686/columbia_aco001686_lo.pdf
المجموعة المنيرية في الخطب المنبرية,al- Majmūʻah al-Munīrīyah fī al-khuṭab al-minbarīyah,['n.a.'],"[['Islamic sermons, Arabic'], ['Sermons, Arabic']]",1927,http://mc.dlib.nyu.edu/files/books/columbia_aco001685/columbia_aco001685_lo.pdf
دراسات في التفسير و الحديث,Dirāsāt fī al-tafsīr wa-al-ḥadīth,"['ʻUbaydī, Rashīd.']","[['Qurʼan', 'Hermeneutics'], ['Qurʼan'], ['Hadith', 'Criticism, interpretation, etc'], ['Hadith'], ['Hermeneutics']]",1970,http://mc.dlib.nyu.edu/files/books/columbia_aco001684/columbia_aco001684_lo.pdf
كتاب مسموم الاسنة والسهام في الرد على من شوشوا الافكار بدعوى تنوير الافهام,Kitāb masmūm al-asinnah wa-al-sihām fī al-radd ʻalá man shawwashū al-afkār bi-daʻwá tanwīr al-afhām,"['Janbīhī, Muḥammad.']","[['Islam', 'Relations', 'Christianity']]",1880,http://mc.dlib.nyu.edu/files/books/columbia_aco001683/columbia_aco001683_lo.pdf
الدراري المضية :,al- Darārī al-muḍīyah,"['Shawkānī, Muḥammad ibn ʻAlī, 1759-1839', 'Shāṭibī, Muḥammad ibn Aḥmad.']","[['Shawkānī, Muḥammad ibn ʻAlī', '1759-1839', 'Durar al-bahīyah fī al-masāʼil al-fiqhīyah'], ['Durar al-bahīyah fī al-masāʼil al-fiqhīyah (Shawkānī, Muḥammad ibn ʻAlī)'], ['Islamic law']]",1928,http://mc.dlib.nyu.edu/files/books/columbia_aco001681/columbia_aco001681_lo.pdf
احقاق الحق وازهاق الباطل v.8,Iḥqāq al-ḥaqq wa-izhāq al-bāṭil v.8,"['Shushtarī, Nūr Allāh ibn ʻAbd Allāh, -1610 or 1611']","[['Caliph', 'ʻAlī ibn Abī Ṭālib', 'approximately 600-661', 'Hadith'], ['Caliph', 'ʻAlī ibn Abī Ṭālib', 'approximately 600-661'], ['Hadith']]",1957,http://mc.dlib.nyu.edu/files/books/columbia_aco001680/columbia_aco001680_lo.pdf
احقاق الحق وازهاق الباطل v.6,Iḥqāq al-ḥaqq wa-izhāq al-bāṭil v.6,"['Shushtarī, Nūr Allāh ibn ʻAbd Allāh, -1610 or 1611']","[['Caliph', 'ʻAlī ibn Abī Ṭālib', 'approximately 600-661', 'Hadith'], ['Caliph', 'ʻAlī ibn Abī Ṭālib', 'approximately 600-661'], ['Hadith']]",1957,http://mc.dlib.nyu.edu/files/books/columbia_aco001679/columbia_aco001679_lo.pdf
احقاق الحق وازهاق الباطل v.5,Iḥqāq al-ḥaqq wa-izhāq al-bāṭil v.5,"['Shushtarī, Nūr Allāh ibn ʻAbd Allāh, -1610 or 1611']","[['Caliph', 'ʻAlī ibn Abī Ṭālib', 'approximately 600-661', 'Hadith'], ['Caliph', 'ʻAlī ibn Abī Ṭālib', 'approximately 600-661'], ['Hadith']]",1957,http://mc.dlib.nyu.edu/files/books/columbia_aco001678/columbia_aco001678_lo.pdf
احقاق الحق وازهاق الباطل v.4,Iḥqāq al-ḥaqq wa-izhāq al-bāṭil v.4,"['Shushtarī, Nūr Allāh ibn ʻAbd Allāh, -1610 or 1611']","[['Caliph', 'ʻAlī ibn Abī Ṭālib', 'approximately 600-661', 'Hadith'], ['Caliph', 'ʻAlī ibn Abī Ṭālib', 'approximately 600-661'], ['Hadith']]",1957,http://mc.dlib.nyu.edu/files/books/columbia_aco001677/columbia_aco001677_lo.pdf
احقاق الحق وازهاق الباطل v.3,Iḥqāq al-ḥaqq wa-izhāq al-bāṭil v.3,"['Shushtarī, Nūr Allāh ibn ʻAbd Allāh, -1610 or 1611']","[['Caliph', 'ʻAlī ibn Abī Ṭālib', 'approximately 600-661', 'Hadith'], ['Caliph', 'ʻAlī ibn Abī Ṭālib', 'approximately 600-661'], ['Hadith']]",1957,http://mc.dlib.nyu.edu/files/books/columbia_aco001676/columbia_aco001676_lo.pdf
احقاق الحق وازهاق الباطل v.2,Iḥqāq al-ḥaqq wa-izhāq al-bāṭil v.2,"['Shushtarī, Nūr Allāh ibn ʻAbd Allāh, -1610 or 1611']","[['Caliph', 'ʻAlī ibn Abī Ṭālib', 'approximately 600-661', 'Hadith'], ['Caliph', 'ʻAlī ibn Abī Ṭālib', 'approximately 600-661'], ['Hadith']]",1957,http://mc.dlib.nyu.edu/files/books/columbia_aco001675/columbia_aco001675_lo.pdf
احقاق الحق وازهاق الباطل v.1,Iḥqāq al-ḥaqq wa-izhāq al-bāṭil v.1,"['Shushtarī, Nūr Allāh ibn ʻAbd Allāh, -1610 or 1611']","[['Caliph', 'ʻAlī ibn Abī Ṭālib', 'approximately 600-661', 'Hadith'], ['Caliph', 'ʻAlī ibn Abī Ṭālib', 'approximately 600-661'], ['Hadith']]",1957,http://mc.dlib.nyu.edu/files/books/columbia_aco001674/columbia_aco001674_lo.pdf
أمالي الشيخ الطوسي,Amālī al-Shaykh al-Ṭūsī,"['Ṭūsī, Muḥammad ibn al-Ḥasan, 995-1067?', 'Baḥr al-ʻUlūm, Muḥammad Ṣādiq.']",[['Islam']],1964,http://mc.dlib.nyu.edu/files/books/columbia_aco001673/columbia_aco001673_lo.pdf
محاضرات في اللغة,Muḥāḍarāt fī al-lughah,"['Ayyūb, ʻAbd al-Raḥmān.']",[['Arabic language']],1966,http://mc.dlib.nyu.edu/files/books/columbia_aco001671/columbia_aco001671_lo.pdf
كشاف اصطلاحات الفنون,Kashshāf iṣṭilāḥāt al-funūn,"['Tahānawī, Muḥammad Aʻlá ibn ʻAlī, active 1745']","[['Arabic language', 'Glossaries, vocabularies, etc'], ['Arabic language']]",1899,http://mc.dlib.nyu.edu/files/books/columbia_aco001670/columbia_aco001670_lo.pdf
الفائق في غريب الحديث v.3,al- Fāʼiq fī gharīb al-ḥadīth v.3,"['Zamakhsharī, Maḥmūd ibn ʻUmar, 1075-1144', 'Bajāwī, ʻAlī Muḥammad.', 'Ibrāhīm, Muḥammad Abū al-Faḍl.']","[['Hadith', 'Dictionaries']]",1945,http://mc.dlib.nyu.edu/files/books/columbia_aco001669/columbia_aco001669_lo.pdf
الفائق في غريب الحديث v.2,al- Fāʼiq fī gharīb al-ḥadīth v.2,"['Zamakhsharī, Maḥmūd ibn ʻUmar, 1075-1144', 'Bajāwī, ʻAlī Muḥammad.', 'Ibrāhīm, Muḥammad Abū al-Faḍl.']","[['Hadith', 'Dictionaries']]",1945,http://mc.dlib.nyu.edu/files/books/columbia_aco001668/columbia_aco001668_lo.pdf
الفائق في غريب الحديث v.1,al- Fāʼiq fī gharīb al-ḥadīth v.1,"['Zamakhsharī, Maḥmūd ibn ʻUmar, 1075-1144', 'Bajāwī, ʻAlī Muḥammad.', 'Ibrāhīm, Muḥammad Abū al-Faḍl.']","[['Hadith', 'Dictionaries']]",1945,http://mc.dlib.nyu.edu/files/books/columbia_aco001667/columbia_aco001667_lo.pdf
الجامع لاحكام القرآن v.20,al-Jāmiʻ li-aḥkām al-Qurʼān v.20,"['Qurṭubī, Muḥammad ibn Aḥmad, -1273']","[['Qurʼan', 'Commentaries'], ['Qurʼan']]",1935,http://mc.dlib.nyu.edu/files/books/columbia_aco001666/columbia_aco001666_lo.pdf
الجامع لاحكام القرآن v.17,al-Jāmiʻ li-aḥkām al-Qurʼān v.17,"['Qurṭubī, Muḥammad ibn Aḥmad, -1273']","[['Qurʼan', 'Commentaries'], ['Qurʼan']]",1935,http://mc.dlib.nyu.edu/files/books/columbia_aco001665/columbia_aco001665_lo.pdf
الجامع لاحكام القرآن v.18,al-Jāmiʻ li-aḥkām al-Qurʼān v.18,"['Qurṭubī, Muḥammad ibn Aḥmad, -1273']","[['Qurʼan', 'Commentaries'], ['Qurʼan']]",1935,http://mc.dlib.nyu.edu/files/books/columbia_aco001664/columbia_aco001664_lo.pdf
الجامع لاحكام القرآن v.19,al-Jāmiʻ li-aḥkām al-Qurʼān v.19,"['Qurṭubī, Muḥammad ibn Aḥmad, -1273']","[['Qurʼan', 'Commentaries'], ['Qurʼan']]",1935,http://mc.dlib.nyu.edu/files/books/columbia_aco001663/columbia_aco001663_lo.pdf
الجامع لاحكام القرآن v.16,al-Jāmiʻ li-aḥkām al-Qurʼān v.16,"['Qurṭubī, Muḥammad ibn Aḥmad, -1273']","[['Qurʼan', 'Commentaries'], ['Qurʼan']]",1935,http://mc.dlib.nyu.edu/files/books/columbia_aco001662/columbia_aco001662_lo.pdf
الجامع لاحكام القرآن v.15,al-Jāmiʻ li-aḥkām al-Qurʼān v.15,"['Qurṭubī, Muḥammad ibn Aḥmad, -1273']","[['Qurʼan', 'Commentaries'], ['Qurʼan']]",1935,http://mc.dlib.nyu.edu/files/books/columbia_aco001661/columbia_aco001661_lo.pdf
الجامع لاحكام القرآن v.14,al-Jāmiʻ li-aḥkām al-Qurʼān v.14,"['Qurṭubī, Muḥammad ibn Aḥmad, -1273']","[['Qurʼan', 'Commentaries'], ['Qurʼan']]",1935,http://mc.dlib.nyu.edu/files/books/columbia_aco001660/columbia_aco001660_lo.pdf
الجامع لاحكام القرآن v.13,al-Jāmiʻ li-aḥkām al-Qurʼān v.13,"['Qurṭubī, Muḥammad ibn Aḥmad, -1273']","[['Qurʼan', 'Commentaries'], ['Qurʼan']]",1935,http://mc.dlib.nyu.edu/files/books/columbia_aco001659/columbia_aco001659_lo.pdf
الجامع لاحكام القرآن v.12,al-Jāmiʻ li-aḥkām al-Qurʼān v.12,"['Qurṭubī, Muḥammad ibn Aḥmad, -1273']","[['Qurʼan', 'Commentaries'], ['Qurʼan']]",1935,http://mc.dlib.nyu.edu/files/books/columbia_aco001658/columbia_aco001658_lo.pdf
الجامع لاحكام القرآن v.11,al-Jāmiʻ li-aḥkām al-Qurʼān v.11,"['Qurṭubī, Muḥammad ibn Aḥmad, -1273']","[['Qurʼan', 'Commentaries'], ['Qurʼan']]",1935,http://mc.dlib.nyu.edu/files/books/columbia_aco001657/columbia_aco001657_lo.pdf
الجامع لاحكام القرآن v.10,al-Jāmiʻ li-aḥkām al-Qurʼān v.10,"['Qurṭubī, Muḥammad ibn Aḥmad, -1273']","[['Qurʼan', 'Commentaries'], ['Qurʼan']]",1935,http://mc.dlib.nyu.edu/files/books/columbia_aco001656/columbia_aco001656_lo.pdf
الجامع لاحكام القرآن v.9,al-Jāmiʻ li-aḥkām al-Qurʼān v.9,"['Qurṭubī, Muḥammad ibn Aḥmad, -1273']","[['Qurʼan', 'Commentaries'], ['Qurʼan']]",1935,http://mc.dlib.nyu.edu/files/books/columbia_aco001655/columbia_aco001655_lo.pdf
الجامع لاحكام القرآن v.8,al-Jāmiʻ li-aḥkām al-Qurʼān v.8,"['Qurṭubī, Muḥammad ibn Aḥmad, -1273']","[['Qurʼan', 'Commentaries'], ['Qurʼan']]",1935,http://mc.dlib.nyu.edu/files/books/columbia_aco001654/columbia_aco001654_lo.pdf
الجامع لاحكام القرآن v.7,al-Jāmiʻ li-aḥkām al-Qurʼān v.7,"['Qurṭubī, Muḥammad ibn Aḥmad, -1273']","[['Qurʼan', 'Commentaries'], ['Qurʼan']]",1935,http://mc.dlib.nyu.edu/files/books/columbia_aco001653/columbia_aco001653_lo.pdf
الجامع لاحكام القرآن v.6,al-Jāmiʻ li-aḥkām al-Qurʼān v.6,"['Qurṭubī, Muḥammad ibn Aḥmad, -1273']","[['Qurʼan', 'Commentaries'], ['Qurʼan']]",1935,http://mc.dlib.nyu.edu/files/books/columbia_aco001652/columbia_aco001652_lo.pdf
الجامع لاحكام القرآن v.5,al-Jāmiʻ li-aḥkām al-Qurʼān v.5,"['Qurṭubī, Muḥammad ibn Aḥmad, -1273']","[['Qurʼan', 'Commentaries'], ['Qurʼan']]",1935,http://mc.dlib.nyu.edu/files/books/columbia_aco001651/columbia_aco001651_lo.pdf
الجامع لاحكام القرآن v.4,al-Jāmiʻ li-aḥkām al-Qurʼān v.4,"['Qurṭubī, Muḥammad ibn Aḥmad, -1273']","[['Qurʼan', 'Commentaries'], ['Qurʼan']]",1935,http://mc.dlib.nyu.edu/files/books/columbia_aco001650/columbia_aco001650_lo.pdf
الجامع لاحكام القرآن v.3,al-Jāmiʻ li-aḥkām al-Qurʼān v.3,"['Qurṭubī, Muḥammad ibn Aḥmad, -1273']","[['Qurʼan', 'Commentaries'], ['Qurʼan']]",1935,http://mc.dlib.nyu.edu/files/books/columbia_aco001649/columbia_aco001649_lo.pdf
الجامع لاحكام القرآن v.2,al-Jāmiʻ li-aḥkām al-Qurʼān v.2,"['Qurṭubī, Muḥammad ibn Aḥmad, -1273']","[['Qurʼan', 'Commentaries'], ['Qurʼan']]",1935,http://mc.dlib.nyu.edu/files/books/columbia_aco001648/columbia_aco001648_lo.pdf
الجامع لاحكام القرآن v.1,al-Jāmiʻ li-aḥkām al-Qurʼān v.1,"['Qurṭubī, Muḥammad ibn Aḥmad, -1273']","[['Qurʼan', 'Commentaries'], ['Qurʼan']]",1935,http://mc.dlib.nyu.edu/files/books/columbia_aco001647/columbia_aco001647_lo.pdf
سنن النسائي بشرح جلال الدين السيوطي وحاشية الامام السندي. v.8,Sunan al-Nasāʼī bi-Sharḥ Jalāl al-Dīn al-Suyūṭī wa-Ḥāshiyat al-Imām al-Sindī v.8,"['Nasāʼī, Aḥmad ibn Shuʻayb, 830 or 831-915']",[['Hadith']],1930,http://mc.dlib.nyu.edu/files/books/columbia_aco001627/columbia_aco001627_lo.pdf
سنن النسائي بشرح جلال الدين السيوطي وحاشية الامام السندي. v.7,Sunan al-Nasāʼī bi-Sharḥ Jalāl al-Dīn al-Suyūṭī wa-Ḥāshiyat al-Imām al-Sindī v.7,"['Nasāʼī, Aḥmad ibn Shuʻayb, 830 or 831-915']",[['Hadith']],1930,http://mc.dlib.nyu.edu/files/books/columbia_aco001626/columbia_aco001626_lo.pdf
سنن النسائي بشرح جلال الدين السيوطي وحاشية الامام السندي. v.6,Sunan al-Nasāʼī bi-Sharḥ Jalāl al-Dīn al-Suyūṭī wa-Ḥāshiyat al-Imām al-Sindī v.6,"['Nasāʼī, Aḥmad ibn Shuʻayb, 830 or 831-915']",[['Hadith']],1930,http://mc.dlib.nyu.edu/files/books/columbia_aco001625/columbia_aco001625_lo.pdf
سنن النسائي بشرح جلال الدين السيوطي وحاشية الامام السندي. v.5,Sunan al-Nasāʼī bi-Sharḥ Jalāl al-Dīn al-Suyūṭī wa-Ḥāshiyat al-Imām al-Sindī v.5,"['Nasāʼī, Aḥmad ibn Shuʻayb, 830 or 831-915']",[['Hadith']],1930,http://mc.dlib.nyu.edu/files/books/columbia_aco001624/columbia_aco001624_lo.pdf
سنن النسائي بشرح جلال الدين السيوطي وحاشية الامام السندي. v.4,Sunan al-Nasāʼī bi-Sharḥ Jalāl al-Dīn al-Suyūṭī wa-Ḥāshiyat al-Imām al-Sindī v.4,"['Nasāʼī, Aḥmad ibn Shuʻayb, 830 or 831-915']",[['Hadith']],1930,http://mc.dlib.nyu.edu/files/books/columbia_aco001623/columbia_aco001623_lo.pdf
سنن النسائي بشرح جلال الدين السيوطي وحاشية الامام السندي. v.3,Sunan al-Nasāʼī bi-Sharḥ Jalāl al-Dīn al-Suyūṭī wa-Ḥāshiyat al-Imām al-Sindī v.3,"['Nasāʼī, Aḥmad ibn Shuʻayb, 830 or 831-915']",[['Hadith']],1930,http://mc.dlib.nyu.edu/files/books/columbia_aco001622/columbia_aco001622_lo.pdf
سنن النسائي بشرح جلال الدين السيوطي وحاشية الامام السندي. v.2,Sunan al-Nasāʼī bi-Sharḥ Jalāl al-Dīn al-Suyūṭī wa-Ḥāshiyat al-Imām al-Sindī v.2,"['Nasāʼī, Aḥmad ibn Shuʻayb, 830 or 831-915']",[['Hadith']],1930,http://mc.dlib.nyu.edu/files/books/columbia_aco001621/columbia_aco001621_lo.pdf
سنن النسائي بشرح جلال الدين السيوطي وحاشية الامام السندي. v.1,Sunan al-Nasāʼī bi-Sharḥ Jalāl al-Dīn al-Suyūṭī wa-Ḥāshiyat al-Imām al-Sindī v.1,"['Nasāʼī, Aḥmad ibn Shuʻayb, 830 or 831-915']",[['Hadith']],1930,http://mc.dlib.nyu.edu/files/books/columbia_aco001620/columbia_aco001620_lo.pdf
